Name,Algorithm,Time Elapsed,Inertia,Adjusted Rand Index,Mutual Information Score,V-Measure,Folkes-Mallows Score
g2-1024-70,K-Means,2.299956,10273664626,1,0.693147181,1,1
g2-1024-70,Bisecting K-Means (largest split),2.299,10273664626,1,0.693147181,1,1
g2-1024-70,Bisecting K-Means (worst split),3.396275,10273664626,1,0.693147181,1,1
g2-1024-80,K-Means,3.826,13395620556,1,0.693147181,1,1
g2-1024-80,Bisecting K-Means (largest split),2.598001,13395620556,1,0.693147181,1,1
g2-1024-80,Bisecting K-Means (worst split),3.245001,13395620556,1,0.693147181,1,1
g2-1024-90,K-Means,2.644997,16956686125,1,0.693147181,1,1
g2-1024-90,Bisecting K-Means (largest split),3.050996,16956686125,1,0.693147181,1,1
g2-1024-90,Bisecting K-Means (worst split),2.535,16956686125,1,0.693147181,1,1
g2-1024-100,K-Means,3.022004,20934587386,1,0.693147181,1,1
g2-1024-100,Bisecting K-Means (largest split),2.642,20934587386,1,0.693147181,1,1
g2-1024-100,Bisecting K-Means (worst split),3.032001,20934587386,1,0.693147181,1,1
g2-1-10,K-Means Random Seed,0.024997,200349.7559,1,0.693147181,1,1
g2-1-10,Bisecting K-Means Random Seed (largest split),0.029018,200349.7559,1,0.693147181,1,1
g2-1-10,Bisecting K-Means Random Seed (worst split),0.034978,200349.7559,1,0.693147181,1,1
g2-1-20,K-Means Random Seed,0.047005,765226.7871,1,0.693147181,1,1
g2-1-20,Bisecting K-Means Random Seed (largest split),0.035015,765226.7871,1,0.693147181,1,1
g2-1-20,Bisecting K-Means Random Seed (worst split),0.037003,765226.7871,1,0.693147181,1,1
g2-1-30,K-Means Random Seed,0.044019,1662578.662,1,0.693099496,1,1
g2-1-30,Bisecting K-Means Random Seed (largest split),0.043995,1662578.662,1,0.693099496,1,1
g2-1-30,Bisecting K-Means Random Seed (worst split),0.052006,1662578.662,1,0.693099496,1,1
g2-1-40,K-Means Random Seed,0.044019,2293377.544,0.986368199,0.672420424,0.970474519,0.993184453
g2-1-40,Bisecting K-Means Random Seed (largest split),0.043002,2293377.544,0.986368199,0.672420424,0.970474519,0.993184453
g2-1-40,Bisecting K-Means Random Seed (worst split),0.047996,2293377.544,0.986368199,0.672420424,0.970474519,0.993184453
g2-1-50,K-Means Random Seed,0.048996,3271503.818,1,0.692916374,1,1
g2-1-50,Bisecting K-Means Random Seed (largest split),0.055007,3271503.818,1,0.692916374,1,1
g2-1-50,Bisecting K-Means Random Seed (worst split),0.053003,3271503.818,1,0.692916374,1,1
g2-1-60,K-Means Random Seed,0.054016,4272850.911,1,0.693139551,1,1
g2-1-60,Bisecting K-Means Random Seed (largest split),0.059994,4272850.911,1,0.693139551,1,1
g2-1-60,Bisecting K-Means Random Seed (worst split),0.069001,4272850.911,1,0.693139551,1,1
g2-1-70,K-Means Random Seed,0.058006,5062563.223,0.982490572,0.667851684,0.96364056,0.991242707
g2-1-70,Bisecting K-Means Random Seed (largest split),0.061006,5062585.492,1,0.693108556,1,1
g2-1-70,Bisecting K-Means Random Seed (worst split),0.057014,5062563.223,0.982490572,0.667851684,0.96364056,0.991242707
g2-1-80,K-Means Random Seed,0.060018,6389400.084,0.963216681,0.64522014,0.933112015,0.981661522
g2-1-80,Bisecting K-Means Random Seed (largest split),0.052993,6389400.084,0.963216681,0.64522014,0.933112015,0.981661522
g2-1-80,Bisecting K-Means Random Seed (worst split),0.061979,6389400.084,0.963216681,0.64522014,0.933112015,0.981661522
g2-1-90,K-Means Random Seed,0.079969,8023717.617,0.992198948,0.680361249,0.981557176,0.996097587
g2-1-90,Bisecting K-Means Random Seed (largest split),0.069994,8023717.617,0.992198948,0.680361249,0.981557176,0.996097587
g2-1-90,Bisecting K-Means Random Seed (worst split),0.067998,8023717.617,0.992198948,0.680361249,0.981557176,0.996097587
g2-1-100,K-Means Random Seed,0.059011,9509572.026,0.967056219,0.649335907,0.93883085,0.983569992
g2-1-100,Bisecting K-Means Random Seed (largest split),0.06398,9508991.317,0.967056219,0.649335907,0.93883085,0.983569992
g2-1-100,Bisecting K-Means Random Seed (worst split),0.069018,9508991.317,0.967056219,0.649335907,0.93883085,0.983569992
g2-2-10,K-Means Random Seed,0.031018,418803.1689,1,0.693147181,1,1
g2-2-10,Bisecting K-Means Random Seed (largest split),0.031021,418803.1689,1,0.693147181,1,1
g2-2-10,Bisecting K-Means Random Seed (worst split),0.039002,418803.1689,1,0.693147181,1,1
g2-2-20,K-Means Random Seed,0.035973,1628119.6,1,0.693147181,1,1
g2-2-20,Bisecting K-Means Random Seed (largest split),0.035019,1628119.6,1,0.693147181,1,1
g2-2-20,Bisecting K-Means Random Seed (worst split),0.039999,1628119.6,1,0.693147181,1,1
g2-2-30,K-Means Random Seed,0.040996,3652317.456,1,0.693130014,1,1
g2-2-30,Bisecting K-Means Random Seed (largest split),0.043001,3652317.456,1,0.693130014,1,1
g2-2-30,Bisecting K-Means Random Seed (worst split),0.053002,3652317.456,1,0.693130014,1,1
g2-2-40,K-Means Random Seed,0.045187,6315666.21,0.994146349,0.683122633,0.98555967,0.997071835
g2-2-40,Bisecting K-Means Random Seed (largest split),0.047996,6315666.21,0.994146349,0.683122633,0.98555967,0.997071835
g2-2-40,Bisecting K-Means Random Seed (worst split),0.053978,6315666.21,0.994146349,0.683122633,0.98555967,0.997071835
g2-2-50,K-Means Random Seed,0.047009,8874807.384,1,0.693142889,1,1
g2-2-50,Bisecting K-Means Random Seed (largest split),0.049983,8874807.384,1,0.693142889,1,1
g2-2-50,Bisecting K-Means Random Seed (worst split),0.057012,8874807.384,1,0.693142889,1,1
g2-2-60,K-Means Random Seed,0.055049,12439018.46,1,0.693130014,1,1
g2-2-60,Bisecting K-Means Random Seed (largest split),0.062996,12439018.46,1,0.693130014,1,1
g2-2-60,Bisecting K-Means Random Seed (worst split),0.062981,12439018.46,1,0.693130014,1,1
g2-2-70,K-Means Random Seed,0.060975,16168783.83,0.961299875,0.643469913,0.930331983,0.980698697
g2-2-70,Bisecting K-Means Random Seed (largest split),0.066016,16168783.83,0.961299875,0.643469913,0.930331983,0.980698697
g2-2-70,Bisecting K-Means Random Seed (worst split),0.070992,16168783.83,0.961299875,0.643469913,0.930331983,0.980698697
g2-2-80,K-Means Random Seed,0.066976,21205047.71,0.976688445,0.658502732,0.950157204,0.988340892
g2-2-80,Bisecting K-Means Random Seed (largest split),0.074002,21204921.14,0.972829902,0.654058054,0.943768632,0.986411565
g2-2-80,Bisecting K-Means Random Seed (worst split),0.074006,21204921.14,0.972829902,0.654058054,0.943768632,0.986411565
g2-2-90,K-Means Random Seed,0.070985,25483123.2,0.990253394,0.676190306,0.977688758,0.995139225
g2-2-90,Bisecting K-Means Random Seed (largest split),0.070028,25483054.2,0.996095636,0.68463631,0.989782812,0.998052506
g2-2-90,Bisecting K-Means Random Seed (worst split),0.072978,25483046.06,0.994146315,0.681669691,0.985532377,0.997080348
g2-2-100,K-Means Random Seed,0.073022,31011471.25,0.99414635,0.681846428,0.984208723,0.997073858
g2-2-100,Bisecting K-Means Random Seed (largest split),0.082952,31011528.68,1,0.692799526,1,1
g2-2-100,Bisecting K-Means Random Seed (worst split),0.086042,31011445.48,0.99414635,0.681846428,0.984208723,0.997073858
g2-4-10,K-Means Random Seed,0.034995,812676.917,1,0.693147181,1,1
g2-4-10,Bisecting K-Means Random Seed (largest split),0.036015,812676.917,1,0.693147181,1,1
g2-4-10,Bisecting K-Means Random Seed (worst split),0.038993,812676.917,1,0.693147181,1,1
g2-4-20,K-Means Random Seed,0.030981,3183311.222,1,0.693147181,1,1
g2-4-20,Bisecting K-Means Random Seed (largest split),0.042014,3183311.222,1,0.693147181,1,1
g2-4-20,Bisecting K-Means Random Seed (worst split),0.041996,3183311.222,1,0.693147181,1,1
g2-4-30,K-Means Random Seed,0.041004,7465091.415,1,0.693147181,1,1
g2-4-30,Bisecting K-Means Random Seed (largest split),0.04204,7465091.415,1,0.693147181,1,1
g2-4-30,Bisecting K-Means Random Seed (worst split),0.043977,7465091.415,1,0.693147181,1,1
g2-4-40,K-Means Random Seed,0.043977,13119018.61,1,0.693145273,1,1
g2-4-40,Bisecting K-Means Random Seed (largest split),0.052995,13119018.61,1,0.693145273,1,1
g2-4-40,Bisecting K-Means Random Seed (worst split),0.049983,13119018.61,1,0.693145273,1,1
g2-4-50,K-Means Random Seed,0.052935,20009216.04,1,0.693139551,1,1
g2-4-50,Bisecting K-Means Random Seed (largest split),0.068018,20009216.04,1,0.693139551,1,1
g2-4-50,Bisecting K-Means Random Seed (worst split),0.056972,20009216.04,1,0.693139551,1,1
g2-4-60,K-Means Random Seed,0.05301,28534736.21,1,0.693130014,1,1
g2-4-60,Bisecting K-Means Random Seed (largest split),0.06201,28534736.21,1,0.693130014,1,1
g2-4-60,Bisecting K-Means Random Seed (worst split),0.062984,28534736.21,1,0.693130014,1,1
g2-4-70,K-Means Random Seed,0.057945,37971714.88,1,0.692799526,1,1
g2-4-70,Bisecting K-Means Random Seed (largest split),0.063018,37971714.88,1,0.692799526,1,1
g2-4-70,Bisecting K-Means Random Seed (worst split),0.066025,37971714.88,1,0.692799526,1,1
g2-4-80,K-Means Random Seed,0.064004,49233486.65,1,0.693142889,1,1
g2-4-80,Bisecting K-Means Random Seed (largest split),0.068995,49233486.65,1,0.693142889,1,1
g2-4-80,Bisecting K-Means Random Seed (worst split),0.071997,49233486.65,1,0.693142889,1,1
g2-4-90,K-Means Random Seed,0.067977,61315619.69,0.996095657,0.686077551,0.989802042,0.998046879
g2-4-90,Bisecting K-Means Random Seed (largest split),0.065996,61315738.46,0.994146348,0.682206431,0.984216174,0.997071746
g2-4-90,Bisecting K-Means Random Seed (worst split),0.069978,61315584.68,0.994146348,0.682206431,0.984216174,0.997071746
g2-4-100,K-Means Random Seed,0.072976,74333006.91,1,0.693146704,1,1
g2-4-100,Bisecting K-Means Random Seed (largest split),0.072,74333006.91,1,0.693146704,1,1
g2-4-100,Bisecting K-Means Random Seed (worst split),0.079007,74333006.91,1,0.693146704,1,1
g2-8-10,K-Means Random Seed,0.039007,1634146.454,1,0.693147181,1,1
g2-8-10,Bisecting K-Means Random Seed (largest split),0.043979,1634146.454,1,0.693147181,1,1
g2-8-10,Bisecting K-Means Random Seed (worst split),0.053023,1634146.454,1,0.693147181,1,1
g2-8-20,K-Means Random Seed,0.046984,6527511.586,1,0.693147181,1,1
g2-8-20,Bisecting K-Means Random Seed (largest split),0.046034,6527511.586,1,0.693147181,1,1
g2-8-20,Bisecting K-Means Random Seed (worst split),0.051003,6527511.586,1,0.693147181,1,1
g2-8-30,K-Means Random Seed,0.050009,14685616.26,1,0.693147181,1,1
g2-8-30,Bisecting K-Means Random Seed (largest split),0.044013,14685616.26,1,0.693147181,1,1
g2-8-30,Bisecting K-Means Random Seed (worst split),0.050143,14685616.26,1,0.693147181,1,1
g2-8-40,K-Means Random Seed,0.045976,26350901.33,1,0.693147181,1,1
g2-8-40,Bisecting K-Means Random Seed (largest split),0.139076,26350901.33,1,0.693147181,1,1
g2-8-40,Bisecting K-Means Random Seed (worst split),0.064005,26350901.33,1,0.693147181,1,1
g2-8-50,K-Means Random Seed,0.061015,40597226.74,1,0.693147181,1,1
g2-8-50,Bisecting K-Means Random Seed (largest split),0.065995,40597226.74,1,0.693147181,1,1
g2-8-50,Bisecting K-Means Random Seed (worst split),0.070014,40597226.74,1,0.693147181,1,1
g2-8-60,K-Means Random Seed,0.067017,58878656.32,1,0.693142889,1,1
g2-8-60,Bisecting K-Means Random Seed (largest split),0.084979,58878656.32,1,0.693142889,1,1
g2-8-60,Bisecting K-Means Random Seed (worst split),0.084019,58878656.32,1,0.693142889,1,1
g2-8-70,K-Means Random Seed,0.066,80438585.37,1,0.693066593,1,1
g2-8-70,Bisecting K-Means Random Seed (largest split),0.079015,80438585.37,1,0.693066593,1,1
g2-8-70,Bisecting K-Means Random Seed (worst split),0.073003,80438585.37,1,0.693066593,1,1
g2-8-80,K-Means Random Seed,0.071999,101879278.4,0.996095657,0.68607374,0.989801992,0.998046894
g2-8-80,Bisecting K-Means Random Seed (largest split),0.086,101879278.4,0.996095657,0.68607374,0.989801992,0.998046894
g2-8-80,Bisecting K-Means Random Seed (worst split),0.088017,101879278.4,0.996095657,0.68607374,0.989801992,0.998046894
g2-8-90,K-Means Random Seed,0.075977,131040811.2,1,0.693116663,1,1
g2-8-90,Bisecting K-Means Random Seed (largest split),0.108327,131040811.2,1,0.693116663,1,1
g2-8-90,Bisecting K-Means Random Seed (worst split),0.093,131040811.2,1,0.693116663,1,1
g2-8-100,K-Means Random Seed,0.092016,162983889.7,0.998046875,0.689271294,0.994412724,0.999022966
g2-8-100,Bisecting K-Means Random Seed (largest split),0.102002,162983889.7,0.998046875,0.689271294,0.994412724,0.999022966
g2-8-100,Bisecting K-Means Random Seed (worst split),0.106999,162983889.7,0.998046875,0.689271294,0.994412724,0.999022966
g2-16-10,K-Means Random Seed,0.066,3276611.647,1,0.693147181,1,1
g2-16-10,Bisecting K-Means Random Seed (largest split),0.071996,3276611.647,1,0.693147181,1,1
g2-16-10,Bisecting K-Means Random Seed (worst split),0.108977,3276611.647,1,0.693147181,1,1
g2-16-20,K-Means Random Seed,0.055018,13122968.5,1,0.693147181,1,1
g2-16-20,Bisecting K-Means Random Seed (largest split),0.057984,13122968.5,1,0.693147181,1,1
g2-16-20,Bisecting K-Means Random Seed (worst split),0.073,13122968.5,1,0.693147181,1,1
g2-16-30,K-Means Random Seed,0.066016,29198738.53,1,0.693147181,1,1
g2-16-30,Bisecting K-Means Random Seed (largest split),0.065052,29198738.53,1,0.693147181,1,1
g2-16-30,Bisecting K-Means Random Seed (worst split),0.064006,29198738.53,1,0.693147181,1,1
g2-16-40,K-Means Random Seed,0.059007,52032324.13,1,0.693147181,1,1
g2-16-40,Bisecting K-Means Random Seed (largest split),0.056984,52032324.13,1,0.693147181,1,1
g2-16-40,Bisecting K-Means Random Seed (worst split),0.069984,52032324.13,1,0.693147181,1,1
g2-16-50,K-Means Random Seed,0.057013,81344118.4,1,0.693147181,1,1
g2-16-50,Bisecting K-Means Random Seed (largest split),0.062984,81344118.4,1,0.693147181,1,1
g2-16-50,Bisecting K-Means Random Seed (worst split),0.109994,81344118.4,1,0.693147181,1,1
g2-16-60,K-Means Random Seed,0.084999,116506201.8,1,0.693147181,1,1
g2-16-60,Bisecting K-Means Random Seed (largest split),0.161993,116506201.8,1,0.693147181,1,1
g2-16-60,Bisecting K-Means Random Seed (worst split),0.086999,116506201.8,1,0.693147181,1,1
g2-16-70,K-Means Random Seed,0.082003,160321712.7,0.998046875,0.6892732,0.994412738,0.999022963
g2-16-70,Bisecting K-Means Random Seed (largest split),0.091994,160321712.7,0.998046875,0.6892732,0.994412738,0.999022963
g2-16-70,Bisecting K-Means Random Seed (worst split),0.098004,160321712.7,0.998046875,0.6892732,0.994412738,0.999022963
g2-16-80,K-Means Random Seed,0.097016,209184900.7,0.998046875,0.689264621,0.994412675,0.999022979
g2-16-80,Bisecting K-Means Random Seed (largest split),0.096973,209184900.7,0.998046875,0.689264621,0.994412675,0.999022979
g2-16-80,Bisecting K-Means Random Seed (worst split),0.095001,209184900.7,0.998046875,0.689264621,0.994412675,0.999022979
g2-16-90,K-Means Random Seed,0.221999,263749923.4,1,0.69313526,1,1
g2-16-90,Bisecting K-Means Random Seed (largest split),0.158997,263749923.4,1,0.69313526,1,1
g2-16-90,Bisecting K-Means Random Seed (worst split),0.216979,263749923.4,1,0.69313526,1,1
g2-16-100,K-Means Random Seed,0.174996,326748761.7,1,0.693139551,1,1
g2-16-100,Bisecting K-Means Random Seed (largest split),0.228999,326748761.7,1,0.693139551,1,1
g2-16-100,Bisecting K-Means Random Seed (worst split),0.114003,326748761.7,1,0.693139551,1,1
g2-32-10,K-Means Random Seed,0.133999,6547030.964,1,0.693147181,1,1
g2-32-10,Bisecting K-Means Random Seed (largest split),0.164996,6547030.964,1,0.693147181,1,1
g2-32-10,Bisecting K-Means Random Seed (worst split),0.187999,6547030.964,1,0.693147181,1,1
g2-32-20,K-Means Random Seed,0.196994,26200482.32,1,0.693147181,1,1
g2-32-20,Bisecting K-Means Random Seed (largest split),0.179996,26200482.32,1,0.693147181,1,1
g2-32-20,Bisecting K-Means Random Seed (worst split),0.153996,26200482.32,1,0.693147181,1,1
g2-32-30,K-Means Random Seed,0.117003,58509007.84,1,0.693147181,1,1
g2-32-30,Bisecting K-Means Random Seed (largest split),0.117005,58509007.84,1,0.693147181,1,1
g2-32-30,Bisecting K-Means Random Seed (worst split),0.133006,58509007.84,1,0.693147181,1,1
g2-32-40,K-Means Random Seed,0.099996,104285639.4,1,0.693147181,1,1
g2-32-40,Bisecting K-Means Random Seed (largest split),0.088997,104285639.4,1,0.693147181,1,1
g2-32-40,Bisecting K-Means Random Seed (worst split),0.094261,104285639.4,1,0.693147181,1,1
g2-32-50,K-Means Random Seed,0.105319,164217281.1,1,0.693147181,1,1
g2-32-50,Bisecting K-Means Random Seed (largest split),0.097993,164217281.1,1,0.693147181,1,1
g2-32-50,Bisecting K-Means Random Seed (worst split),0.123984,164217281.1,1,0.693147181,1,1
g2-32-60,K-Means Random Seed,0.127001,235823718.7,1,0.693147181,1,1
g2-32-60,Bisecting K-Means Random Seed (largest split),0.113991,235823718.7,1,0.693147181,1,1
g2-32-60,Bisecting K-Means Random Seed (worst split),0.134997,235823718.7,1,0.693147181,1,1
g2-32-70,K-Means Random Seed,0.096995,320561367.3,1,0.693147181,1,1
g2-32-70,Bisecting K-Means Random Seed (largest split),0.115996,320561367.3,1,0.693147181,1,1
g2-32-70,Bisecting K-Means Random Seed (worst split),0.102528,320561367.3,1,0.693147181,1,1
g2-32-80,K-Means Random Seed,0.097977,417995063.4,1,0.693147181,1,1
g2-32-80,Bisecting K-Means Random Seed (largest split),0.113978,417995063.4,1,0.693147181,1,1
g2-32-80,Bisecting K-Means Random Seed (worst split),0.109997,417995063.4,1,0.693147181,1,1
g2-32-90,K-Means Random Seed,0.196,527759467.5,1,0.693146704,1,1
g2-32-90,Bisecting K-Means Random Seed (largest split),0.161998,527759467.5,1,0.693146704,1,1
g2-32-90,Bisecting K-Means Random Seed (worst split),0.130004,527759467.5,1,0.693146704,1,1
g2-32-100,K-Means Random Seed,0.119991,653907023.9,0.998046875,0.689268434,0.994412703,0.999022972
g2-32-100,Bisecting K-Means Random Seed (largest split),0.117018,653907023.9,0.998046875,0.689268434,0.994412703,0.999022972
g2-32-100,Bisecting K-Means Random Seed (worst split),0.13,653907023.9,0.998046875,0.689268434,0.994412703,0.999022972
g2-64-10,K-Means Random Seed,0.183976,13043480.78,1,0.693147181,1,1
g2-64-10,Bisecting K-Means Random Seed (largest split),0.169003,13043480.78,1,0.693147181,1,1
g2-64-10,Bisecting K-Means Random Seed (worst split),0.185002,13043480.78,1,0.693147181,1,1
g2-64-20,K-Means Random Seed,0.144995,52560495.76,1,0.693147181,1,1
g2-64-20,Bisecting K-Means Random Seed (largest split),0.151023,52560495.76,1,0.693147181,1,1
g2-64-20,Bisecting K-Means Random Seed (worst split),0.203012,52560495.76,1,0.693147181,1,1
g2-64-30,K-Means Random Seed,0.152997,117876262.7,1,0.693147181,1,1
g2-64-30,Bisecting K-Means Random Seed (largest split),0.158997,117876262.7,1,0.693147181,1,1
g2-64-30,Bisecting K-Means Random Seed (worst split),0.173978,117876262.7,1,0.693147181,1,1
g2-64-40,K-Means Random Seed,0.186999,209942027.8,1,0.693147181,1,1
g2-64-40,Bisecting K-Means Random Seed (largest split),0.163999,209942027.8,1,0.693147181,1,1
g2-64-40,Bisecting K-Means Random Seed (worst split),0.16601,209942027.8,1,0.693147181,1,1
g2-64-50,K-Means Random Seed,0.199994,326468469.4,1,0.693147181,1,1
g2-64-50,Bisecting K-Means Random Seed (largest split),0.175021,326468469.4,1,0.693147181,1,1
g2-64-50,Bisecting K-Means Random Seed (worst split),0.167987,326468469.4,1,0.693147181,1,1
g2-64-60,K-Means Random Seed,0.187,468573187.8,1,0.693147181,1,1
g2-64-60,Bisecting K-Means Random Seed (largest split),0.251001,468573187.8,1,0.693147181,1,1
g2-64-60,Bisecting K-Means Random Seed (worst split),0.209001,468573187.8,1,0.693147181,1,1
g2-64-70,K-Means Random Seed,0.240999,638078279.5,1,0.693147181,1,1
g2-64-70,Bisecting K-Means Random Seed (largest split),0.195998,638078279.5,1,0.693147181,1,1
g2-64-70,Bisecting K-Means Random Seed (worst split),0.242,638078279.5,1,0.693147181,1,1
g2-64-80,K-Means Random Seed,0.236994,837041127,1,0.693147181,1,1
g2-64-80,Bisecting K-Means Random Seed (largest split),0.255996,837041127,1,0.693147181,1,1
g2-64-80,Bisecting K-Means Random Seed (worst split),0.248992,837041127,1,0.693147181,1,1
g2-64-90,K-Means Random Seed,0.267005,1065350978,1,0.693147181,1,1
g2-64-90,Bisecting K-Means Random Seed (largest split),0.229005,1065350978,1,0.693147181,1,1
g2-64-90,Bisecting K-Means Random Seed (worst split),0.182998,1065350978,1,0.693147181,1,1
g2-64-100,K-Means Random Seed,0.191025,1313683852,1,0.693147181,1,1
g2-64-100,Bisecting K-Means Random Seed (largest split),0.197994,1313683852,1,0.693147181,1,1
g2-64-100,Bisecting K-Means Random Seed (worst split),0.183995,1313683852,1,0.693147181,1,1
g2-128-10,K-Means Random Seed,0.291978,26352669.99,1,0.693147181,1,1
g2-128-10,Bisecting K-Means Random Seed (largest split),0.361999,26352669.99,1,0.693147181,1,1
g2-128-10,Bisecting K-Means Random Seed (worst split),0.533004,26352669.99,1,0.693147181,1,1
g2-128-20,K-Means Random Seed,0.287002,104790246.6,1,0.693147181,1,1
g2-128-20,Bisecting K-Means Random Seed (largest split),0.356994,104790246.6,1,0.693147181,1,1
g2-128-20,Bisecting K-Means Random Seed (worst split),0.305001,104790246.6,1,0.693147181,1,1
g2-128-30,K-Means Random Seed,0.291359,236198039.4,1,0.693147181,1,1
g2-128-30,Bisecting K-Means Random Seed (largest split),0.351998,236198039.4,1,0.693147181,1,1
g2-128-30,Bisecting K-Means Random Seed (worst split),0.342005,236198039.4,1,0.693147181,1,1
g2-128-40,K-Means Random Seed,0.316996,420845463.7,1,0.693147181,1,1
g2-128-40,Bisecting K-Means Random Seed (largest split),0.52,420845463.7,1,0.693147181,1,1
g2-128-40,Bisecting K-Means Random Seed (worst split),0.436998,420845463.7,1,0.693147181,1,1
g2-128-50,K-Means Random Seed,0.302005,654022111.5,1,0.693147181,1,1
g2-128-50,Bisecting K-Means Random Seed (largest split),0.375003,654022111.5,1,0.693147181,1,1
g2-128-50,Bisecting K-Means Random Seed (worst split),0.466,654022111.5,1,0.693147181,1,1
g2-128-60,K-Means Random Seed,0.365004,947476386.1,1,0.693147181,1,1
g2-128-60,Bisecting K-Means Random Seed (largest split),0.387977,947476386.1,1,0.693147181,1,1
g2-128-60,Bisecting K-Means Random Seed (worst split),0.430997,947476386.1,1,0.693147181,1,1
g2-128-70,K-Means Random Seed,0.369979,1290144185,1,0.693147181,1,1
g2-128-70,Bisecting K-Means Random Seed (largest split),0.337991,1290144185,1,0.693147181,1,1
g2-128-70,Bisecting K-Means Random Seed (worst split),0.373006,1290144185,1,0.693147181,1,1
g2-128-80,K-Means Random Seed,0.418991,1670697441,1,0.693147181,1,1
g2-128-80,Bisecting K-Means Random Seed (largest split),0.437002,1670697441,1,0.693147181,1,1
g2-128-80,Bisecting K-Means Random Seed (worst split),0.607003,1670697441,1,0.693147181,1,1
g2-128-90,K-Means Random Seed,0.575037,2126636034,1,0.693147181,1,1
g2-128-90,Bisecting K-Means Random Seed (largest split),0.514005,2126636034,1,0.693147181,1,1
g2-128-90,Bisecting K-Means Random Seed (worst split),0.384814,2126636034,1,0.693147181,1,1
g2-128-100,K-Means Random Seed,0.369002,2630071804,1,0.693147181,1,1
g2-128-100,Bisecting K-Means Random Seed (largest split),0.335994,2630071804,1,0.693147181,1,1
g2-128-100,Bisecting K-Means Random Seed (worst split),0.348246,2630071804,1,0.693147181,1,1
g2-256-10,K-Means Random Seed,0.859999,52499291.77,1,0.693147181,1,1
g2-256-10,Bisecting K-Means Random Seed (largest split),0.667001,52499291.77,1,0.693147181,1,1
g2-256-10,Bisecting K-Means Random Seed (worst split),0.798999,52499291.77,1,0.693147181,1,1
g2-256-20,K-Means Random Seed,0.937038,209612477.4,1,0.693147181,1,1
g2-256-20,Bisecting K-Means Random Seed (largest split),1.291995,209612477.4,1,0.693147181,1,1
g2-256-20,Bisecting K-Means Random Seed (worst split),0.617996,209612477.4,1,0.693147181,1,1
g2-256-30,K-Means Random Seed,0.660977,471907644.6,1,0.693147181,1,1
g2-256-30,Bisecting K-Means Random Seed (largest split),0.861001,471907644.6,1,0.693147181,1,1
g2-256-30,Bisecting K-Means Random Seed (worst split),1.116997,471907644.6,1,0.693147181,1,1
g2-256-40,K-Means Random Seed,0.956996,838551477.7,1,0.693147181,1,1
g2-256-40,Bisecting K-Means Random Seed (largest split),1.350996,838551477.7,1,0.693147181,1,1
g2-256-40,Bisecting K-Means Random Seed (worst split),1.270001,838551477.7,1,0.693147181,1,1
g2-256-50,K-Means Random Seed,0.588208,1309776567,1,0.693147181,1,1
g2-256-50,Bisecting K-Means Random Seed (largest split),0.614062,1309776567,1,0.693147181,1,1
g2-256-50,Bisecting K-Means Random Seed (worst split),0.626998,1309776567,1,0.693147181,1,1
g2-256-60,K-Means Random Seed,0.558999,1883767075,1,0.693147181,1,1
g2-256-60,Bisecting K-Means Random Seed (largest split),0.614729,1883767075,1,0.693147181,1,1
g2-256-60,Bisecting K-Means Random Seed (worst split),0.642979,1883767075,1,0.693147181,1,1
g2-256-70,K-Means Random Seed,0.594993,2573237785,1,0.693147181,1,1
g2-256-70,Bisecting K-Means Random Seed (largest split),0.613001,2573237785,1,0.693147181,1,1
g2-256-70,Bisecting K-Means Random Seed (worst split),0.69602,2573237785,1,0.693147181,1,1
g2-256-80,K-Means Random Seed,0.965511,3354705966,1,0.693147181,1,1
g2-256-80,Bisecting K-Means Random Seed (largest split),0.695995,3354705966,1,0.693147181,1,1
g2-256-80,Bisecting K-Means Random Seed (worst split),0.911992,3354705966,1,0.693147181,1,1
g2-256-90,K-Means Random Seed,0.659986,4231938589,1,0.693147181,1,1
g2-256-90,Bisecting K-Means Random Seed (largest split),0.657003,4231938589,1,0.693147181,1,1
g2-256-90,Bisecting K-Means Random Seed (worst split),0.614609,4231938589,1,0.693147181,1,1
g2-256-100,K-Means Random Seed,0.555001,5237912262,1,0.693147181,1,1
g2-256-100,Bisecting K-Means Random Seed (largest split),0.760981,5237912262,1,0.693147181,1,1
g2-256-100,Bisecting K-Means Random Seed (worst split),0.787002,5237912262,1,0.693147181,1,1
g2-512-10,K-Means Random Seed,1.144994,104847542.6,1,0.693147181,1,1
g2-512-10,Bisecting K-Means Random Seed (largest split),1.239975,104847542.6,1,0.693147181,1,1
g2-512-10,Bisecting K-Means Random Seed (worst split),1.486001,104847542.6,1,0.693147181,1,1
g2-512-20,K-Means Random Seed,1.46629,419992211.2,1,0.693147181,1,1
g2-512-20,Bisecting K-Means Random Seed (largest split),1.279112,419992211.2,1,0.693147181,1,1
g2-512-20,Bisecting K-Means Random Seed (worst split),1.265029,419992211.2,1,0.693147181,1,1
g2-512-30,K-Means Random Seed,1.322996,942130600.2,1,0.693147181,1,1
g2-512-30,Bisecting K-Means Random Seed (largest split),1.111995,942130600.2,1,0.693147181,1,1
g2-512-30,Bisecting K-Means Random Seed (worst split),1.245993,942130600.2,1,0.693147181,1,1
g2-512-40,K-Means Random Seed,1.472994,1676190739,1,0.693147181,1,1
g2-512-40,Bisecting K-Means Random Seed (largest split),1.099,1676190739,1,0.693147181,1,1
